,ira,product_category,brand,sku_id,item_per_bundle,shape,with_alcohol,filling,volume,price,month_n,Angel,Archer,Centaur,Demon,Dwarf,Elf,Gargoyle,Genie,Ghost,Giant,Goblin,Gremlin,Medusa,Minotaur,Monk,Orc,Pegasus,Pirate,Unicorn,other
0,0,0,0,35,0,2,0,1,0.3005440009490629,-0.6640887260437012,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
1,0,0,2,4,0,2,0,1,1.2948298506787557,-0.5878049532293083,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
2,0,0,2,5,2,2,0,1,0.8857226520920591,1.9786257852060052,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
3,0,0,2,7,1,2,0,1,2.347806184593882,0.7731810444257827,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
4,0,0,2,10,2,2,0,1,0.015722533578578012,1.9786257852060052,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
5,0,0,2,12,0,2,0,1,0.7010202459790781,-0.5878049532293083,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
6,0,0,2,13,0,1,0,1,-0.5159442055129938,-0.5878049532293083,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
7,0,0,2,14,0,2,0,1,-0.8905275898729649,-0.5878049532293083,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
8,0,0,2,17,0,2,1,1,-0.7438013794093817,-0.5878049532293083,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
9,0,0,2,18,0,2,0,1,-0.5729084989870908,-0.5878049532293083,1,-0.07172662079633566,0.7521675343230154,0.11815285052279306,-0.08777276055969319,0.4931305905206815,0.6605310780148874,0.5258201719336528,0.5646804650169738,0.5532630235700056,0.17801981594728108,-0.5100778832468682,-0.7104186444814427,-0.32383731242381475,-0.6827471996828848,1.0336816681604155,1.4170768882366873,0.5763998647754912,-0.3421451441368058,0.6459222623025201,0.34692440106453404
